"Pesanan (Toko, Live)","Tanggal Pesanan","Kategori","Nama Produk","variasi","Harga","Jumlah","Total","Metode pembayaran(Cash,Tf,Qris)","No Telepon"
"Live","2024-03-27","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","500ml","49000","5","245000","Qris","084038672003"
"Live","2024-03-27","Peralatan Memasak Utama","[NEW] Wajan","Hitam","247000","2","494000","Tf","084920861496"
"Live","2024-03-27","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","Kayu","34000","2","68000","Tf","085037052179"
"Toko","2024-03-27","Peralatan Pemotong Khusus","[NEW] Pisau Roti","250ml","22000","5","110000","Qris",""
"Toko","2024-03-27","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","Merah","16000","2","32000","Tf",""
"Live","2024-03-27","Peralatan Pengukuran","[PRV] Gelas Ukur","1L","19000","1","19000","Qris","089442579454"
"Live","2024-03-27","Peralatan Khusus / Unik","[SCD] Pemecah Kemiri","Putih","15000","2","30000","Tf","086541254631"
"Toko","2024-03-27","Peralatan Minum","[NEW] Gelas Kaca","Sedang","12000","5","60000","Cash",""
"Toko","2024-03-27","Peralatan Pengukuran","[NEW] Sendok Takar","5L","82000","5","410000","Qris",""
"Toko","2024-03-27","Peralatan Pemotong Khusus","[NEW] Pisau Daging","250ml","36000","4","144000","Tf",""
"Toko","2024-03-28","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","Sedang","29000","1","29000","Qris",""
"Live","2024-03-28","Peralatan Penyajian","[PRV] Piring Kaca","500ml","26000","1","26000","Qris","088354917422"
"Toko","2024-03-28","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Sedang","70000","3","210000","Qris",""
"Toko","2024-03-28","Peralatan Minum","[NEW] Mug Keramik","Putih","10000","2","20000","Qris",""
"Live","2024-03-28","Peralatan Penyajian","[PRV] Nampan","5L","14500","2","29000","Qris","084033979384"
"Toko","2024-03-28","Peralatan Pemotong Khusus","[PRV] Peeler","Plastik","65000","4","260000","Qris",""
"Toko","2024-03-28","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","Merah","958000","1","958000","Tf",""
"Live","2024-03-28","Peralatan Pendingin","[NEW] Cetakan Es Batu","Silver","13000","2","26000","Tf","083060084501"
"Toko","2024-03-28","Peralatan Penyaring & Peniris","[PRV] Keranjang Cuci Sayur","Merah","27500","3","82500","Qris",""
"Live","2024-03-28","Peralatan Penyajian","[NEW] Piring Saji","Stainless","93000","5","465000","Qris","088204159774"
"Toko","2024-03-28","Peralatan Pemotong Khusus","[PRV] Pisau Daging","2L","66000","4","264000","Qris",""
"Live","2024-03-28","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Plastik","13000","4","52000","Tf","081011698627"
"Live","2024-03-28","Peralatan Pengukuran","[NEW] Sendok Takar","Plastik","22000","3","66000","Qris","087709774937"
"Live","2024-03-28","Peralatan Penyaring & Peniris","[SCD] Keranjang Cuci Sayur","Hitam","24500","1","24500","Qris","083896915713"
"Toko","2024-03-28","Peralatan Pemotong Khusus","[SCD] Pisau Roti","Kayu","35500","1","35500","Qris",""
"Live","2024-03-29","Peralatan Penyajian","[NEW] Nampan","Kayu","38000","1","38000","Tf","083869272147"
"Toko","2024-03-29","Peralatan Pengaduk & Pencampur","[SCD] Whisk","Silver","13500","5","67500","Cash",""
"Toko","2024-03-29","Peralatan Baking","[SCD] Kuas Kue","Besar","132500","2","265000","Cash",""
"Toko","2024-03-29","Peralatan Penyajian","[SCD] Mangkuk Saji","Besar","38500","1","38500","Cash",""
"Live","2024-03-29","Peralatan Khusus / Unik","[SCD] Cetakan Bento","Sedang","42000","4","168000","Qris","089581808564"
"Live","2024-03-29","Peralatan Memasak Utama","[NEW] Presto","Putih","248000","2","496000","Qris","085477306770"
"Toko","2024-03-29","Peralatan Pendingin","[PRV] Cetakan Es Batu","Plastik","36500","5","182500","Cash",""
"Live","2024-03-29","Peralatan Pemanas","[NEW] Kompor Listrik","Besar","549000","4","2196000","Tf","087309621926"
"Toko","2024-03-29","Peralatan Persiapan Bahan","[SCD] Baskom","Stainless","6500","5","32500","Tf",""
"Toko","2024-03-29","Peralatan Pengukuran","[SCD] Sendok Takar","Kayu","42000","5","210000","Qris",""
"Toko","2024-03-29","Peralatan Pendingin","[PRV] Cooler Bag","250ml","7000","2","14000","Qris",""
"Toko","2024-03-29","Peralatan Penyimpanan Makanan","[SCD] Food Container","2L","47500","1","47500","Qris",""
"Toko","2024-03-29","Peralatan Minum","[NEW] Gelas Kaca","Kecil","98000","5","490000","Cash",""
"Live","2024-03-29","Peralatan Minum","[PRV] Teko Air","Kayu","32000","3","96000","Tf","086234989691"
"Toko","2024-03-29","Peralatan Kebersihan Dapur","[SCD] Sikat Panci","Besar","20000","4","80000","Cash",""
"Toko","2024-03-29","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Silver","69000","1","69000","Qris",""
"Live","2024-03-29","Peralatan Pendingin","[PRV] Cooler Bag","1L","61500","5","307500","Qris","086019578743"
"Toko","2024-03-30","Peralatan Penyaring & Peniris","[SCD] Peniris Gorengan","Merah","32500","4","130000","Cash",""
"Toko","2024-03-30","Peralatan Memasak Utama","[PRV] Teflon","5L","160500","4","642000","Tf",""
"Live","2024-03-30","Peralatan Pendingin","[NEW] Ice Box","1L","15000","2","30000","Tf","086572376059"
"Live","2024-03-30","Peralatan Elektronik Dapur Kecil","[PRV] Mixer","Plastik","159500","4","638000","Qris","083684881798"
"Live","2024-03-30","Peralatan Memasak Utama","[SCD] Panci","Hitam","84500","2","169000","Tf","081612965221"
"Toko","2024-03-30","Peralatan Pendingin","[SCD] Cetakan Es Batu","Biru","14500","3","43500","Tf",""
"Toko","2024-03-30","Peralatan Persiapan Bahan","[NEW] Baskom","1L","21000","4","84000","Qris",""
"Toko","2024-03-30","Peralatan Penyajian","[NEW] Nampan","Kayu","41000","5","205000","Tf",""
"Toko","2024-03-30","Peralatan Pemotong Khusus","[PRV] Peeler","Sedang","40000","4","160000","Qris",""
"Live","2024-03-30","Peralatan Elektronik Dapur Kecil","[SCD] Mixer","1L","584000","5","2920000","Qris","082766303506"
"Live","2024-03-30","Peralatan Penyajian","[SCD] Nampan","Putih","25000","4","100000","Qris","081253864452"
"Live","2024-03-30","Peralatan Penyajian","[NEW] Piring Saji","250ml","51000","5","255000","Tf","088874112883"
"Toko","2024-03-30","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","5L","63000","1","63000","Qris",""
"Toko","2024-03-30","Peralatan Memasak Utama","[SCD] Teflon","Stainless","40500","2","81000","Qris",""
"Toko","2024-03-31","Peralatan Pemotong Khusus","[PRV] Peeler","250ml","15500","5","77500","Qris",""
"Live","2024-03-31","Peralatan Pemanas","[NEW] Microwave","Hitam","542000","1","542000","Tf","083127619785"
"Toko","2024-03-31","Peralatan Baking","[NEW] Loyang Kue","Kayu","258000","1","258000","Qris",""
"Live","2024-03-31","Peralatan Pengukuran","[NEW] Sendok Takar","500ml","13000","1","13000","Qris","085527602134"
"Live","2024-03-31","Peralatan Pendingin","[NEW] Cooler Bag","Merah","58000","5","290000","Tf","087706887230"
"Toko","2024-03-31","Peralatan Pemotong Khusus","[PRV] Pisau Roti","Silver","45500","5","227500","Tf",""
"Toko","2024-03-31","Peralatan Minum","[SCD] Mug Keramik","Biru","17500","2","35000","Tf",""
"Live","2024-03-31","Peralatan Pemotong Khusus","[SCD] Pisau Roti","500ml","14500","3","43500","Qris","087123036130"
"Live","2024-03-31","Peralatan Pemanas","[NEW] Oven","500ml","420000","4","1680000","Tf","083423330443"
"Live","2024-03-31","Peralatan Baking","[NEW] Kuas Kue","Biru","60000","4","240000","Qris","089205726088"
"Live","2024-03-31","Peralatan Minum","[NEW] Gelas Kaca","Stainless","56000","5","280000","Qris","087549178774"
"Live","2024-03-31","Peralatan Kebersihan Dapur","[NEW] Lap Dapur","500ml","63000","5","315000","Tf","084234889921"
"Toko","2024-03-31","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Besar","307000","3","921000","Tf",""
"Toko","2024-03-31","Peralatan Elektronik Dapur Kecil","[SCD] Toaster","1L","299500","3","898500","Tf",""
"Live","2024-03-31","Peralatan Pemotong Khusus","[PRV] Peeler","Putih","34500","5","172500","Tf","083815419923"
"Toko","2024-03-31","Peralatan Memasak Utama","[SCD] Teflon","Sedang","28000","2","56000","Cash",""
"Toko","2024-03-31","Peralatan Pengukuran","[NEW] Timbangan Dapur","Hitam","29000","4","116000","Cash",""
"Live","2024-03-31","Peralatan Pemanas","[NEW] Oven","Putih","1289000","4","5156000","Tf","085238389860"
"Toko","2024-03-31","Peralatan Baking","[SCD] Loyang Kue","2L","42000","2","84000","Qris",""
"Toko","2024-03-31","Peralatan Memasak Utama","[NEW] Wajan","2L","96000","4","384000","Qris",""
"Toko","2024-04-01","Peralatan Pemotong Khusus","[PRV] Pisau Roti","Putih","14000","1","14000","Qris",""
"Live","2024-04-01","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","Hitam","54000","2","108000","Tf","083898328175"
"Toko","2024-04-01","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","Silver","58000","2","116000","Qris",""
"Toko","2024-04-01","Peralatan Persiapan Bahan","[NEW] Talenan","Hitam","94000","5","470000","Cash",""
"Live","2024-04-01","Peralatan Pendingin","[NEW] Ice Box","Stainless","15000","3","45000","Qris","082234618969"
"Toko","2024-04-01","Peralatan Persiapan Bahan","[SCD] Talenan","Hitam","5000","5","25000","Tf",""
"Toko","2024-04-01","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Silver","92000","3","276000","Tf",""
"Live","2024-04-02","Peralatan Kebersihan Dapur","[PRV] Spons Cuci Piring","Plastik","29500","1","29500","Tf","089273642786"
"Toko","2024-04-02","Peralatan Minum","[NEW] Gelas Kaca","Plastik","82000","3","246000","Cash",""
"Live","2024-04-02","Peralatan Persiapan Bahan","[NEW] Baskom","1L","24000","1","24000","Tf","088818847629"
"Toko","2024-04-02","Peralatan Penyaring & Peniris","[SCD] Keranjang Cuci Sayur","250ml","48000","5","240000","Qris",""
"Toko","2024-04-02","Peralatan Khusus / Unik","[SCD] Alat Pembuat Sushi","1.5L","34000","5","170000","Cash",""
"Live","2024-04-02","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","Sedang","88000","2","176000","Tf","089244326906"
"Live","2024-04-02","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Kecil","930000","4","3720000","Tf","081336006559"
"Live","2024-04-02","Peralatan Pengukuran","[NEW] Gelas Ukur","Biru","85000","1","85000","Tf","085277098226"
"Live","2024-04-02","Peralatan Persiapan Bahan","[NEW] Cobek","1.5L","99000","3","297000","Qris","088650563235"
"Live","2024-04-03","Peralatan Penyimpanan Makanan","[SCD] Toples Kaca","Putih","40000","1","40000","Qris","084944621338"
"Live","2024-04-03","Peralatan Pendingin","[PRV] Ice Box","1.5L","40500","2","81000","Tf","087158325700"
"Toko","2024-04-03","Peralatan Minum","[NEW] Mug Keramik","Biru","86000","1","86000","Cash",""
"Toko","2024-04-03","Peralatan Penyimpanan Makanan","[SCD] Kotak Makan Plastik","5L","40500","4","162000","Cash",""
"Live","2024-04-03","Peralatan Pengukuran","[NEW] Gelas Ukur","Biru","84000","3","252000","Tf","084323872033"
"Toko","2024-04-03","Peralatan Pendingin","[NEW] Ice Box","1L","58000","4","232000","Qris",""
"Live","2024-04-03","Peralatan Khusus / Unik","[SCD] Pemecah Kemiri","Plastik","15000","4","60000","Tf","085746488955"
"Toko","2024-04-03","Peralatan Pendingin","[PRV] Cetakan Es Batu","Kayu","47000","1","47000","Cash",""
"Toko","2024-04-03","Peralatan Elektronik Dapur Kecil","[SCD] Toaster","1.5L","252000","3","756000","Tf",""
"Live","2024-04-03","Peralatan Memasak Utama","[NEW] Teflon","Merah","63000","3","189000","Tf","082072957555"
"Toko","2024-04-03","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","Biru","34000","5","170000","Qris",""
"Toko","2024-04-03","Peralatan Memasak Utama","[SCD] Teflon","500ml","96500","1","96500","Tf",""
"Toko","2024-04-03","Peralatan Pemanas","[NEW] Kompor Gas","250ml","745000","3","2235000","Tf",""
"Live","2024-04-03","Peralatan Memasak Utama","[NEW] Panci","Merah","93000","5","465000","Tf","085716151076"
"Toko","2024-04-03","Peralatan Pengukuran","[NEW] Sendok Takar","5L","90000","5","450000","Tf",""
"Live","2024-04-03","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Biru","873000","2","1746000","Qris","084000210665"
"Toko","2024-04-04","Peralatan Elektronik Dapur Kecil","[SCD] Toaster","Stainless","142000","2","284000","Cash",""
"Toko","2024-04-04","Peralatan Persiapan Bahan","[SCD] Mangkuk Adonan","1L","13000","4","52000","Qris",""
"Toko","2024-04-04","Peralatan Persiapan Bahan","[NEW] Talenan","Kayu","13000","2","26000","Cash",""
"Toko","2024-04-04","Peralatan Pemanas","[NEW] Kompor Listrik","Sedang","153000","1","153000","Cash",""
"Toko","2024-04-04","Peralatan Khusus / Unik","[NEW] Alat Pembuat Sushi","Hitam","98000","3","294000","Qris",""
"Toko","2024-04-04","Peralatan Elektronik Dapur Kecil","[SCD] Rice Cooker","Silver","429000","3","1287000","Cash",""
"Toko","2024-04-04","Peralatan Memasak Utama","[NEW] Panci","Putih","180000","3","540000","Cash",""
"Toko","2024-04-04","Peralatan Khusus / Unik","[NEW] Alat Pembuat Sushi","Besar","44000","1","44000","Qris",""
"Live","2024-04-04","Peralatan Pemotong Khusus","[NEW] Peeler","Plastik","48000","5","240000","Tf","081015932546"
"Live","2024-04-04","Peralatan Khusus / Unik","[SCD] Pemecah Kemiri","Stainless","34500","5","172500","Qris","084439863131"
"Live","2024-04-04","Peralatan Pendingin","[NEW] Cooler Bag","Besar","81000","5","405000","Qris","082065040702"
"Toko","2024-04-04","Peralatan Penyajian","[SCD] Mangkuk Saji","Hitam","9000","4","36000","Cash",""
"Live","2024-04-04","Peralatan Elektronik Dapur Kecil","[NEW] Toaster","500ml","1372000","4","5488000","Tf","086986917420"
"Toko","2024-04-04","Peralatan Pemotong Khusus","[PRV] Pisau Daging","Merah","63000","1","63000","Cash",""
"Live","2024-04-04","Peralatan Baking","[PRV] Loyang Kue","Stainless","167500","1","167500","Qris","085475883722"
"Toko","2024-04-04","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","Kecil","9000","1","9000","Cash",""
"Toko","2024-04-04","Peralatan Pengukuran","[NEW] Gelas Ukur","500ml","88000","5","440000","Tf",""
"Toko","2024-04-04","Peralatan Kebersihan Dapur","[SCD] Tempat Sabun","5L","35000","4","140000","Cash",""
"Toko","2024-04-05","Peralatan Pendingin","[PRV] Ice Box","Putih","49500","1","49500","Qris",""
"Toko","2024-04-05","Peralatan Pendingin","[NEW] Cetakan Es Batu","Besar","66000","5","330000","Tf",""
"Live","2024-04-05","Peralatan Baking","[NEW] Loyang Kue","Hitam","120000","3","360000","Tf","089207703665"
"Live","2024-04-05","Peralatan Memasak Utama","[NEW] Panci","Hitam","225000","3","675000","Qris","089123881182"
"Live","2024-04-05","Peralatan Pengukuran","[NEW] Sendok Takar","Merah","16000","5","80000","Qris","085581227942"
"Toko","2024-04-05","Peralatan Minum","[PRV] Teko Air","Plastik","12500","5","62500","Qris",""
"Live","2024-04-05","Peralatan Penyajian","[PRV] Nampan","Kayu","7000","2","14000","Tf","085940656136"
"Live","2024-04-05","Peralatan Penyajian","[SCD] Mangkuk Saji","Sedang","13500","2","27000","Tf","086523215729"
"Toko","2024-04-05","Peralatan Kebersihan Dapur","[SCD] Tempat Sabun","Kayu","24500","5","122500","Tf",""
"Live","2024-04-06","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Kecil","20000","1","20000","Qris","089502128322"
"Toko","2024-04-06","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","Putih","96000","4","384000","Cash",""
"Toko","2024-04-06","Peralatan Memasak Utama","[SCD] Presto","Sedang","121000","3","363000","Qris",""
"Live","2024-04-06","Peralatan Khusus / Unik","[SCD] Pemecah Kemiri","Kayu","10000","1","10000","Tf","086248302228"
"Live","2024-04-06","Peralatan Pengukuran","[NEW] Gelas Ukur","Sedang","20000","3","60000","Tf","083903574102"
"Live","2024-04-06","Peralatan Minum","[NEW] Termos","Plastik","95000","3","285000","Tf","085031036287"
"Live","2024-04-07","Peralatan Pendingin","[SCD] Cetakan Es Batu","1.5L","10000","5","50000","Qris","081459084742"
"Toko","2024-04-07","Peralatan Minum","[PRV] Teko Air","Kayu","60000","2","120000","Qris",""
"Live","2024-04-07","Peralatan Pendingin","[NEW] Cooler Bag","Biru","83000","1","83000","Tf","086032068274"
"Toko","2024-04-07","Peralatan Memasak Utama","[PRV] Wajan","2L","157000","5","785000","Tf",""
"Toko","2024-04-07","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","1L","25000","2","50000","Cash",""
"Live","2024-04-07","Peralatan Pendingin","[PRV] Cetakan Es Batu","Silver","9000","1","9000","Tf","087643233792"
"Live","2024-04-08","Peralatan Pendingin","[NEW] Cooler Bag","500ml","46000","1","46000","Qris","087421184376"
"Toko","2024-04-08","Peralatan Elektronik Dapur Kecil","[SCD] Mixer","Hitam","209000","5","1045000","Tf",""
"Live","2024-04-08","Peralatan Khusus / Unik","[PRV] Cetakan Bento","Sedang","60000","1","60000","Tf","086630098049"
"Live","2024-04-08","Peralatan Minum","[NEW] Mug Keramik","250ml","22000","1","22000","Qris","088881488232"
"Live","2024-04-08","Peralatan Penyajian","[NEW] Piring Kaca","Biru","46000","2","92000","Qris","084884655330"
"Live","2024-04-08","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Hitam","481000","2","962000","Tf","087127833836"
"Live","2024-04-08","Peralatan Pengukuran","[NEW] Sendok Takar","Merah","67000","4","268000","Qris","088580935596"
"Live","2024-04-08","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","Stainless","82000","4","328000","Qris","089520511297"
"Live","2024-04-08","Peralatan Elektronik Dapur Kecil","[SCD] Mixer","500ml","302500","4","1210000","Qris","082651235697"
"Live","2024-04-08","Peralatan Pendingin","[SCD] Cetakan Es Batu","Putih","10500","4","42000","Qris","083398796169"
"Toko","2024-04-08","Peralatan Pendingin","[PRV] Cetakan Es Batu","Kecil","24000","2","48000","Tf",""
"Toko","2024-04-09","Peralatan Elektronik Dapur Kecil","[PRV] Rice Cooker","Besar","290000","1","290000","Tf",""
"Toko","2024-04-09","Peralatan Pendingin","[NEW] Cetakan Es Batu","500ml","22000","1","22000","Qris",""
"Toko","2024-04-09","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","Kecil","52000","1","52000","Tf",""
"Toko","2024-04-09","Peralatan Elektronik Dapur Kecil","[SCD] Rice Cooker","Plastik","676000","3","2028000","Tf",""
"Live","2024-04-09","Peralatan Khusus / Unik","[SCD] Pemecah Kemiri","5L","24500","2","49000","Qris","087206008135"
"Live","2024-04-09","Peralatan Baking","[NEW] Rolling Pin","Merah","171000","2","342000","Qris","087925504148"
"Live","2024-04-09","Peralatan Memasak Utama","[NEW] Presto","Stainless","62000","2","124000","Tf","081631920827"
"Toko","2024-04-09","Peralatan Pengaduk & Pencampur","[NEW] Spatula","Stainless","10000","4","40000","Cash",""
"Toko","2024-04-09","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","Besar","78000","2","156000","Cash",""
"Toko","2024-04-09","Peralatan Baking","[NEW] Loyang Kue","1.5L","182000","4","728000","Tf",""
"Toko","2024-04-09","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","250ml","24000","3","72000","Qris",""
"Toko","2024-04-10","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Kecil","1087000","4","4348000","Tf",""
"Live","2024-04-11","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","Kayu","45000","3","135000","Tf","086684895855"
"Live","2024-04-11","Peralatan Pendingin","[SCD] Ice Box","Plastik","49500","5","247500","Tf","089725433395"
"Live","2024-04-12","Peralatan Minum","[NEW] Teko Air","Sedang","45000","3","135000","Qris","085699470414"
"Live","2024-04-12","Peralatan Pengukuran","[NEW] Gelas Ukur","Kecil","78000","5","390000","Qris","089439658505"
"Live","2024-04-13","Peralatan Pemanas","[NEW] Microwave","Putih","442000","2","884000","Tf","089149435795"
"Toko","2024-04-14","Peralatan Pemotong Khusus","[SCD] Pisau Roti","Hitam","26000","3","78000","Tf",""
"Toko","2024-04-14","Peralatan Memasak Utama","[PRV] Teflon","Hitam","38500","1","38500","Cash",""
"Live","2024-04-14","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Silver","1007000","3","3021000","Qris","086976673986"
"Live","2024-04-14","Peralatan Minum","[SCD] Gelas Kaca","1.5L","42000","1","42000","Tf","088158284637"
"Toko","2024-04-15","Peralatan Penyimpanan Makanan","[SCD] Rak Bumbu","250ml","42000","3","126000","Cash",""
"Live","2024-04-15","Peralatan Pemanas","[NEW] Kompor Listrik","Biru","878000","4","3512000","Tf","088975148496"
"Live","2024-04-15","Peralatan Penyimpanan Makanan","[SCD] Kotak Makan Plastik","5L","27000","3","81000","Qris","089180306225"
"Live","2024-04-17","Peralatan Pendingin","[SCD] Cetakan Es Batu","Sedang","32500","2","65000","Qris","088685017760"
"Toko","2024-04-17","Peralatan Persiapan Bahan","[PRV] Talenan","Biru","15500","4","62000","Qris",""
"Toko","2024-04-17","Peralatan Persiapan Bahan","[PRV] Mangkuk Adonan","2L","33000","1","33000","Tf",""
"Live","2024-04-18","Peralatan Pemanas","[SCD] Oven","5L","328000","1","328000","Qris","088239549844"
"Toko","2024-04-19","Peralatan Penyajian","[NEW] Mangkuk Saji","5L","78000","1","78000","Qris",""
"Live","2024-04-19","Peralatan Minum","[NEW] Teko Air","Stainless","40000","5","200000","Tf","089291360738"
"Toko","2024-04-19","Peralatan Minum","[SCD] Gelas Kaca","Sedang","19500","2","39000","Qris",""
"Live","2024-04-19","Peralatan Pengukuran","[PRV] Gelas Ukur","1L","47500","1","47500","Qris","081140851633"
"Live","2024-04-21","Peralatan Pengukuran","[SCD] Sendok Takar","1L","44000","5","220000","Qris","081349005102"
"Toko","2024-04-22","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Stainless","64000","3","192000","Tf",""
"Live","2024-04-23","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","250ml","61000","1","61000","Tf","086349592442"
"Live","2024-04-23","Peralatan Pendingin","[PRV] Cooler Bag","Stainless","7000","2","14000","Qris","081308057411"
"Toko","2024-04-23","Peralatan Pendingin","[NEW] Cooler Bag","5L","77000","5","385000","Tf",""
"Toko","2024-04-23","Peralatan Minum","[PRV] Mug Keramik","Plastik","64500","5","322500","Cash",""
"Live","2024-04-24","Peralatan Penyajian","[NEW] Piring Kaca","Merah","46000","1","46000","Tf","089492978844"
"Toko","2024-04-24","Peralatan Pemanas","[SCD] Oven","Putih","355000","1","355000","Cash",""
"Live","2024-04-24","Peralatan Pemotong Khusus","[NEW] Pisau Roti","Hitam","92000","5","460000","Tf","081105695302"
"Live","2024-04-25","Peralatan Pendingin","[NEW] Cooler Bag","Kecil","77000","4","308000","Qris","086739410771"
"Toko","2024-04-25","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","5L","553000","2","1106000","Qris",""
"Live","2024-04-25","Peralatan Memasak Utama","[NEW] Presto","1L","230000","5","1150000","Tf","081999590546"
"Toko","2024-04-25","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Besar","1198000","3","3594000","Cash",""
"Toko","2024-04-25","Peralatan Penyimpanan Makanan","[PRV] Kotak Makan Plastik","Sedang","12000","3","36000","Qris",""
"Live","2024-04-25","Peralatan Baking","[NEW] Kuas Kue","5L","254000","2","508000","Qris","089095467030"
"Live","2024-04-26","Peralatan Pemanas","[NEW] Oven","Kecil","437000","4","1748000","Qris","083407416834"
"Toko","2024-04-26","Peralatan Penyaring & Peniris","[PRV] Saringan Teh","Biru","29500","5","147500","Cash",""
"Toko","2024-04-26","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Kecil","75000","1","75000","Tf",""
"Live","2024-04-26","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","Besar","97000","1","97000","Tf","084631357332"
"Toko","2024-04-26","Peralatan Baking","[PRV] Loyang Kue","500ml","95000","2","190000","Qris",""
"Toko","2024-04-26","Peralatan Pemanas","[NEW] Kompor Gas","Silver","1440000","4","5760000","Tf",""
"Toko","2024-04-26","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","5L","84000","1","84000","Tf",""
"Live","2024-04-27","Peralatan Baking","[NEW] Loyang Kue","Plastik","141000","5","705000","Tf","083213531326"
"Live","2024-04-27","Peralatan Persiapan Bahan","[SCD] Talenan","Sedang","15000","3","45000","Qris","085657193703"
"Toko","2024-04-27","Peralatan Pengukuran","[SCD] Sendok Takar","Stainless","14500","4","58000","Qris",""
"Live","2024-04-27","Peralatan Penyajian","[NEW] Piring Saji","Plastik","54000","1","54000","Tf","083004127564"
"Live","2024-04-27","Peralatan Baking","[NEW] Kuas Kue","1L","278000","4","1112000","Qris","082537108317"
"Live","2024-04-27","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","2L","892000","4","3568000","Tf","085406889490"
"Live","2024-04-28","Peralatan Pendingin","[NEW] Cetakan Es Batu","Kayu","29000","4","116000","Tf","084236138914"
"Toko","2024-04-28","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Biru","998000","5","4990000","Qris",""
"Live","2024-04-28","Peralatan Persiapan Bahan","[NEW] Baskom","Kecil","26000","2","52000","Tf","089518260255"
"Live","2024-04-28","Peralatan Kebersihan Dapur","[SCD] Spons Cuci Piring","250ml","46000","1","46000","Qris","083433753339"
"Live","2024-04-28","Peralatan Pengaduk & Pencampur","[NEW] Spatula","2L","43000","1","43000","Qris","086925862567"
"Live","2024-04-28","Peralatan Minum","[SCD] Gelas Kaca","Plastik","17500","2","35000","Qris","084811403280"
"Toko","2024-04-28","Peralatan Khusus / Unik","[NEW] Cetakan Bento","2L","19000","2","38000","Tf",""
"Live","2024-04-28","Peralatan Baking","[NEW] Rolling Pin","Hitam","191000","1","191000","Tf","084705385905"
"Toko","2024-04-28","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","1.5L","83000","2","166000","Cash",""
"Toko","2024-04-28","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Sedang","58000","5","290000","Tf",""
"Toko","2024-04-28","Peralatan Pemanas","[PRV] Microwave","Stainless","649500","2","1299000","Tf",""
"Toko","2024-04-28","Peralatan Pengukuran","[PRV] Timbangan Dapur","Merah","10500","5","52500","Cash",""
"Live","2024-04-29","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Sedang","31000","3","93000","Tf","082247890362"
"Toko","2024-04-29","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Plastik","61000","1","61000","Qris",""
"Toko","2024-04-30","Peralatan Pendingin","[NEW] Ice Box","Biru","65000","5","325000","Cash",""
"Toko","2024-04-30","Peralatan Pengaduk & Pencampur","[PRV] Centong","500ml","46000","1","46000","Tf",""
"Toko","2024-04-30","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","Silver","253000","5","1265000","Qris",""
"Toko","2024-04-30","Peralatan Pemanas","[SCD] Microwave","5L","276500","3","829500","Qris",""
"Live","2024-04-30","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","Silver","656000","4","2624000","Qris","088870027173"
"Live","2024-04-30","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Silver","883000","4","3532000","Tf","088582114199"
"Live","2024-04-30","Peralatan Penyaring & Peniris","[PRV] Saringan Mie","Putih","40000","5","200000","Tf","086442075653"
